ISO,Year,PPP_a_t_na,PPP_n_t_na,PPP_t_na,rVA_a_t,rVA_n_t,rVA_t
CYP,1984,0.3479888128420554,0.29471602513301737,0.2990316330669669,628392380.5501984,7400241316.109384,8024713638.5004225
CYP,1985,0.3110159095901461,0.3044433988618893,0.30507286408566575,626793418.6849588,7739271904.977867,8362307071.627475
CYP,1986,0.3906654690606429,0.37820117713101764,0.3792549888918802,623405345.6943717,8042649134.347243,8662463007.412344
CYP,1987,0.4587618129416354,0.42181038950165944,0.42455520168816435,644863138.7385852,8593138294.997803,9234402448.23855
CYP,1988,0.46144572340393925,0.4490780070807086,0.4501493004830379,715447982.4577978,9269120708.453842,9980463508.7629
CYP,1989,0.4602003077119053,0.44307841584298424,0.4444187951980087,739164490.3165019,10043404721.673258,10778526091.60704
CYP,1990,0.5527409764652894,0.5035748961050602,0.5068776421071948,744811278.1215794,10916176366.06868,11657251379.237665
CYP,1991,0.5907033335509757,0.5146626120029825,0.5189555394686041,649380568.3675662,11162533224.639107,11809354186.133612
CYP,1992,0.5453973637284101,0.5652678218339873,0.5642246812995593,779256681.7335389,12107795153.2358,12883434160.70375
CYP,1993,0.4957613483203831,0.5278113150448058,0.5259915466828702,801843831.4161463,12214380159.50064,13012397778.276632
CYP,1994,0.5595240638522228,0.5570195436938772,0.5572384111112225,694554869.270484,13037200624.7927,13729483742.575497
CYP,1995,0.5765285430562587,0.5829185455787863,0.5826926645676239,822824799.7185922,14738146996.402636,15557980640.392305
CYP,1996,0.5377235268007118,0.5847036395745511,0.5822843627134735,852656235.1783954,14923469372.389162,15772877932.432774
CYP,1997,0.5212303316177341,0.5451229670988269,0.5441135054185832,717338383.608154,15450558539.196669,16166393133.403723
CYP,1998,0.5438950676406081,0.5580568962020881,0.5574538949244177,816058907.1400801,16246036434.6845,17059819958.94596
CYP,1999,0.476897948455063,0.5470329322764218,0.543740862937492,857576884.3264042,17013344875.116146,17868505484.67881
CYP,2000,0.43451900764351575,0.48503481954430555,0.4828337531418021,836202814.5897409,17966504550.67085,18800935623.68416
CYP,2001,0.4493327873450808,0.48479312453526907,0.4832211965576525,892790279.791842,18588231016.825356,19478877595.222836
CYP,2002,0.46288602370639,0.5105705057893709,0.508427241876847,931540391.832411,19248520567.132275,20177762056.34549
CYP,2003,0.5696997786853668,0.6251546704808546,0.6228991214024517,855116559.7523998,19840350331.264034,20694277685.581722
CYP,2004,0.6059878463739847,0.7074256899533267,0.7033351055434184,880488656.9218199,20767953632.76355,21647361595.5479
CYP,2005,0.621325507295412,0.7251295447908607,0.72135206901066,823901191.7197189,21816686114.249836,22640587305.96956
CYP,2006,0.6392809884356804,0.754678505228932,0.7510853181417232,726564600.7606704,22935317298.40117,23663450053.6085
CYP,2007,0.7155308952768851,0.8394851402898674,0.8360017062955984,680279744.712213,24151745367.497288,24834629363.196777
CYP,2008,0.9366884539841999,0.9375000179042318,0.9373477444076967,624768671.511239,25130072641.90304,25758484294.418617
CYP,2009,0.9058363924480022,0.90287971223889,0.9028006679040524,571871693.1701447,24791350919.810863,25367316164.2039
CYP,2010,0.8621409911028021,0.8756292472192543,0.8751801219730088,615696224.6445978,25375059108.135273,25994604181.647015
CYP,2011,0.9179304359641347,0.9416971646639518,0.9409812763002916,645988970.9620268,25458209509.017323,26107742277.71747
CYP,2012,0.8130217600794182,0.883844237333893,0.8819880399999948,616618846.3598495,24572279585.01753,25192396315.420288
CYP,2013,0.8322170334435827,0.9074436349737747,0.9054474231475997,586326100.0424204,22935059469.705925,23524529151.66701
CYP,2014,0.8586267434272905,0.8813038555024827,0.8806622779236615,498984577.66526467,22611698950.869076,23114671172.015465
CYP,2015,0.7241315564612473,0.7326701132016373,0.7323593912676651,513592754.82341576,23289969312.505745,23807673365.686737
CYP,2016,0.7540673407150476,0.7238140425418966,0.724417148884096,598320182.3406919,24833420205.09899,25435554646.893356
CYP,2017,0.7628330484437057,0.7416488525802098,0.741949681843603,557263516.0119936,26449187936.078297,27011412500.8833
CYP,2018,0.814518218801025,0.7772069594338652,0.7777493697377076,543270419.9973438,28338703779.477497,28887894131.17144
CYP,2019,0.794218500414744,0.7484571222724518,0.749162754992578,576638572.0322783,30126732518.036015,30709674757.002342
CYP,2020,0.8270364697128793,0.7638023537185489,0.7648434844451916,564029408.5905057,29235673967.328293,29805770648.91242
CYP,2021,0.8502639642012518,0.8109078860162723,0.8113521452591541,536658297.7047069,32687742181.740208,33232239885.500656
CYP,2022,0.8199342523231812,0.7660284004664438,0.7664828324251652,444242355.8936671,35363938862.21703,35818194333.04481
CYP,2023,0.8913270037791164,0.8126005709572985,0.8133302957785178,448240383.3264242,36338903470.67888,36797525705.6316
CZE,1990,0.3630483023173817,0.11598014144345173,0.12323979623564356,8298190276.335165,273858777337.299,282172031157.44165
CZE,1991,0.18782160479315052,0.10521635813909311,0.10832967367530975,9339455242.080088,238784256387.1941,248114486064.3971
CZE,1992,0.21168767347927492,0.12856976413956914,0.1310763674818158,7215781934.074476,231502341470.86896,238728720758.65784
CZE,1993,0.20491793282100723,0.15295647299640333,0.1548864430485196,8838892698.971415,229722287951.70657,238553858083.51593
CZE,1994,0.20693471473188693,0.17718630354967466,0.17842271363198536,9901231101.468313,230944807304.03043,240827887262.7062
CZE,1995,0.27339233793429446,0.21099254520599478,0.2131357263528535,8873741412.561266,249512721434.0286,258386231205.89398
CZE,1996,0.30405430462478156,0.2309091536239066,0.23329640568770607,8628067104.45271,255289648268.1261,263922272495.95715
CZE,1997,0.2737995622235718,0.22209409783436407,0.22369276982756178,7918412279.804931,246932852665.5282,254860212952.25775
CZE,1998,0.28595002776118844,0.24443447570354981,0.24579322929173722,8189538920.613929,241320146567.666,249513636162.36844
CZE,1999,0.2534785445885541,0.23850554190154508,0.2389992786195365,8271095857.654051,241103844467.74887,249377942744.1539
CZE,2000,0.23868303878993447,0.2195202520609596,0.2201428395715343,8413957337.972655,248985907835.62045,257404321047.49515
CZE,2001,0.25723933946430033,0.2357501849854213,0.23643410572014187,8443423658.6258545,254679251277.3498,263128964139.31393
CZE,2002,0.2697952530304398,0.2834446088455009,0.2830182278163811,8102508363.6382265,258915282643.1067,267029300162.52643
CZE,2003,0.29508338926789124,0.3390645467973838,0.3377121393749731,8274380029.615398,263680244610.1539,271966103769.26553
CZE,2004,0.3112346698625167,0.3870465867643998,0.38455003251289477,9295939963.592236,273666216767.52878,282966544579.81354
CZE,2005,0.30839329561536116,0.42285517900787584,0.4189335506884224,10153747434.496346,286207090505.99524,296360837940.49164
CZE,2006,0.3594104527208045,0.4573688594842842,0.45440054695971444,9402310644.340315,303083370898.53485,312500029658.65356
CZE,2007,0.548375649664393,0.5286689337275675,0.5290376081764685,7238497456.807129,318015594202.62854,325297064294.73425
CZE,2008,0.6205596441076945,0.637813466933047,0.6373504990014632,7318868442.861207,329257399173.626,336622624462.66473
CZE,2009,0.3833524798760276,0.5978533024311403,0.5913914920367679,9496091999.236565,307088322981.1378,316599276402.35895
CZE,2010,0.42099129557572906,0.5919583946587385,0.5878756989280144,7637250669.114036,317743266006.96063,325419149085.04724
CZE,2011,0.6397284619262746,0.6315814087109847,0.6316671986229865,7104758676.381155,324031094015.56464,331182514496.48376
CZE,2012,0.6089915412505529,0.5772716284214359,0.5779498224665103,7708681409.273339,319875034878.3201,327622393307.3122
CZE,2013,0.6590183518213076,0.582821534795818,0.5845196543404645,7588444224.68846,319243709117.4103,326871870105.2823
CZE,2014,0.6212606689165907,0.566742129705605,0.5679967811368349,8122943211.397719,327949667385.43494,336109929498.6304
CZE,2015,0.4823700899554059,0.48773511664682734,0.4875513031363021,8855860920.771708,340610015880.4225,349500180102.8171
CZE,2016,0.4570242937292524,0.4997338154480418,0.498577025217397,9313911682.38072,348537229229.2702,357883565170.54877
CZE,2017,0.5216676643408972,0.5317958534197511,0.5314934540844244,8942344115.75385,366182280506.23883,375167649959.2986
CZE,2018,0.5367467175566326,0.5905918167286163,0.5892352849599684,9242024807.226786,376618137818.18604,385903937713.59973
CZE,2019,0.5023084465179474,0.5833698958593275,0.5813447182359632,9669970659.190115,390108919638.64795,399823203809.9315
CZE,2020,0.47227699741870116,0.6089788949060163,0.6051983168926719,10336201432.348969,368038821070.76733,378403935244.23334
CZE,2021,0.5734481831932706,0.6769580943143831,0.6745223702020675,8924646077.962147,384189244875.2078,393163893239.6079
CZE,2022,0.6933404364319494,0.6773591415745894,0.6776261758200006,9038953507.616816,396416932537.53204,405509283590.7584
CZE,2023,0.6636584835301249,0.7734967904931627,0.7709859230174608,8952652766.632526,399745809655.9588,408754032119.3553
DNK,1970,0.20925009024684094,0.14223948583860696,0.1424685729199005,3757280096.707086,99834330605.44267,105192287299.06725
DNK,1971,0.19523179156225645,0.15450158574746226,0.1544511064181044,4455734471.115704,103357305706.68954,109023295749.05904
DNK,1972,0.2416534721079488,0.18023148051094418,0.180697618557232,4601067625.522818,107288208400.34451,113164615957.54367
DNK,1973,0.3766556017194471,0.23201690213695492,0.23405921230500829,4304789097.469517,110539323168.35023,116502204656.16585
DNK,1974,0.3512410548094249,0.26269568617793587,0.26417548276688707,5014880786.578043,109299078535.5517,115354491387.92592
DNK,1975,0.3761610907041451,0.3206457946640491,0.31970621078041433,4749756304.662123,107197791635.86539,113101320456.64021
DNK,1976,0.4564516260669291,0.33100586397718423,0.3302234031681005,4196408002.738648,113358459928.28119,119427550699.9673
DNK,1977,0.47952877839172575,0.3611384751655932,0.3616119975910676,4841702390.561694,114788929807.87361,121059132443.09206
DNK,1978,0.5678315963387199,0.4244658969472528,0.425413421711417,5005871030.64036,117317510510.60811,123737924988.66423
DNK,1979,0.5526710971317053,0.47317188445969216,0.47038554216406386,5058959669.3174305,122521557099.9133,129191251438.36339
DNK,1980,0.5694871452531947,0.47807750374660585,0.47589014695079407,5088886676.297482,121960901901.00679,128611234070.47156
DNK,1981,0.4799545510292963,0.4150262177766372,0.41413607434994676,5581819959.640222,121436186942.24103,128166138011.09998
DNK,1982,0.46318274860365344,0.39628124270164994,0.39663691086362113,6068202997.941801,124548550987.9623,131523164075.38809
DNK,1983,0.4311961366595409,0.3903369014788227,0.3881480180821337,5669710804.263344,127291658067.81528,134308012305.85391
DNK,1984,0.4000794402921342,0.36666198907999914,0.3668150839017298,6874621969.138274,131087217093.30331,138530548230.2318
DNK,1985,0.3900655071908856,0.3764781820903701,0.3748902478423926,6777825674.149282,135529686896.26448,143155940865.6146
DNK,1986,0.50794299580387,0.5084681538494469,0.5047230945346064,6723370922.219129,139627369457.5109,147429671336.2416
DNK,1987,0.6217938401754508,0.6328287179895491,0.6252558461481812,6073466445.425114,141567628087.97845,149322081818.4683
DNK,1988,0.5940924200543096,0.6637662323578575,0.6534331140057387,6150089753.087295,143561636196.7307,151423437156.15128
DNK,1989,0.5606669599211662,0.6437814121650342,0.6354530702017436,7019669731.911395,144494501373.9435,152581796484.29242
DNK,1990,0.612756559577096,0.7866339267251851,0.7739119864473194,7400320964.571794,146788946153.39816,155061250410.91522
DNK,1991,0.5762885957420922,0.7886145086896313,0.7735622452904846,7285485962.584843,148144727125.80627,156454925778.47592
DNK,1992,0.5674740180068368,0.8591059605769042,0.8401163675060171,7467984496.049452,150063849927.90652,158500227181.46216
DNK,1993,0.41094083061310743,0.8191016582671935,0.7978490051223566,9286756043.557919,148067349794.85245,156794729568.21994
DNK,1994,0.4189506329946798,0.8504246302742225,0.8277894073894724,9612692484.702873,154472717806.4605,163561705816.27194
DNK,1995,0.5174788705710046,0.9729377503137202,0.9496793149893538,10112125671.16149,159140568560.28616,168548135779.7819
DNK,1996,0.5003496348044679,0.9608275485205985,0.9372795053862144,10363643708.537357,162543851228.4681,172160016857.79474
DNK,1997,0.4226613322969268,0.8659822019852226,0.8431741050653361,10712682385.150938,166676369117.4824,176555001941.27222
DNK,1998,0.3448925869382077,0.8696253526042029,0.8419197312833226,10888441981.897596,168995797093.59323,179017508390.34308
DNK,1999,0.3176140175075575,0.850011066984341,0.8213591536038418,10755837366.801085,174564318752.8429,184812949234.43607
DNK,2000,0.3033697848474554,0.7559679030310178,0.7320067470262859,11623280167.919338,182259670628.6068,193042773977.21988
DNK,2001,0.31772745832874283,0.7513275450982608,0.7287066207758279,11986531927.381271,183935239249.62643,194871376267.6667
DNK,2002,0.27497419402386747,0.818423443051853,0.7890862444679042,11409983965.687717,183888344812.51166,194701129972.11353
DNK,2003,0.3027419892041738,1.0018385472641704,0.9639548737027178,11449902215.062468,184146368385.99228,194979351718.63702
DNK,2004,0.3433318671108598,1.1305276405059768,1.0879081118614682,11719864230.043455,187638480338.0657,198688004029.36215
DNK,2005,0.27122448252429276,1.1659020461876188,1.116906331114404,11052417222.061852,190768286854.78668,201820704076.84854
DNK,2006,0.28252191669592536,1.2009828416907136,1.1506931415811776,11503209967.874777,197795345393.22913,209264065466.62173
DNK,2007,0.3019208178792113,1.3480505469235107,1.2908900937051933,12412929845.41373,198874069650.5758,210583396385.29218
DNK,2008,0.32343425247418073,1.5123121292899404,1.4469928833546772,9237683531.567865,199634454351.43628,210711050147.40237
DNK,2009,0.2959306426279364,1.4478164966098124,1.3846814274518264,8797258324.986849,190510045818.94666,201076550819.6477
DNK,2010,0.3288692751155771,1.42220610409694,1.3624283556961099,11648646341.337336,192985924723.97104,204265157035.2751
DNK,2011,0.43295747414270247,1.4880510852368596,1.4294367691179335,10086559578.730846,196704755208.2286,207825755035.08893
DNK,2012,0.4671309902772415,1.4072661710582426,1.3557095572331683,11316180298.962307,196730826521.23938,208111519146.24512
DNK,2013,0.4020624475747666,1.4648296409504977,1.4061995820803475,10771393021.714436,200693567835.90042,212141052634.15704
DNK,2014,0.374159916947939,1.488900787463642,1.428212223212473,12762811296.560692,202362003830.8028,214304481012.4218
DNK,2015,0.2515113816582795,1.2511203422081518,1.1963782118531714,10897839986.352592,207020395189.33524,218783956337.65524
DNK,2016,0.31317503930393603,1.2548123192802358,1.202413180277494,9258522553.431372,213493717291.20297,225208845970.90543
DNK,2017,0.3912875080864957,1.2911394042953852,1.2406985218153812,10677117806.88311,220079250186.14685,232393937554.97858
DNK,2018,0.33316386581578356,1.3617842472668253,1.3048748509725308,10632708985.338432,223678641709.83865,236148688842.06503
DNK,2019,0.3899240029377369,1.3009247160547386,1.24987285246549,10995008594.285423,227793824706.61865,240528333658.80307
DNK,2020,0.4220504188932909,1.3720003155673213,1.3190052085361965,11270303593.797602,221728874661.71564,234243746999.27417
DNK,2021,0.3288795135897109,1.478804822926545,1.4156440710119322,12286876199.70263,238034094065.4958,251508748197.2721
DNK,2022,0.2502081878769059,1.444791962063012,1.3795890400041735,12684252903.238058,243093942454.95026,256883657192.2462
DNK,2023,0.2591111837111081,1.4343245107436589,1.370247242262077,11888782757.53309,249516858513.3053,263433234126.91104
ECU,1970,0.1540575454943105,0.08908920528808759,0.09953352147650936,3976703822.1612163,22976910057.51637,26721006627.17629
ECU,1971,0.14823293640133905,0.08157360318494213,0.09155713245856176,3944256372.39632,24146468025.131866,27899334944.288467
ECU,1972,0.15897685988564342,0.0869535488604158,0.09737704126639711,4138814110.8919916,26122801930.100983,30083538859.902634
ECU,1973,0.1838959062709983,0.09641722874154426,0.10693466213210563,4087968341.6778593,30359382739.018112,34403514441.8851
ECU,1974,0.26997866508750756,0.15032271807934022,0.16415347698108587,4366871903.07377,33575073997.372414,37928277515.05611
ECU,1975,0.28125059284802484,0.16280040797715736,0.1752564852480845,4557239716.442437,37838721773.131775,42462826431.01984
ECU,1976,0.3049544043575497,0.1805863010353472,0.1921539945869784,4469545832.175997,40745280715.17323,45385719067.38281
ECU,1977,0.3454298035735931,0.22079745465298753,0.23269066707078548,4601655750.475364,40819002094.76917,45563842071.82122
ECU,1978,0.409920182045994,0.21836534641065855,0.23332807844169207,4149260242.593176,43797733455.44529,48278684791.10211
ECU,1979,0.43478963915539565,0.26182043651931036,0.27443001511866666,4217068328.8630204,45604749731.28905,50190548920.25588
ECU,1980,0.5480728956822667,0.32388339368387786,0.3393757841206583,4189526889.7426963,47206508364.31281,51817398558.842964
ECU,1981,0.579361246340583,0.36458721750218986,0.3797682533404662,4714311632.425593,51380756279.22277,56518827572.343834
ECU,1982,0.5456563005178842,0.32487085681950784,0.34084316685138344,4778013462.917119,52092600994.37699,57300609102.472694
ECU,1983,0.6002559215554146,0.26986380652459113,0.2891015971124406,3919683512.4979143,53436482634.38371,58019000993.1917
ECU,1984,0.5679580302053411,0.2535784365974733,0.27472204994045524,4463464657.914014,54489975770.03627,59523956903.14753
ECU,1985,0.5371907783137775,0.24761538993214036,0.26859344110926253,4935187775.04302,56502125440.72569,61959566533.980034
ECU,1986,0.45703985289804056,0.20265790328688876,0.2228317764672118,5434869058.462909,58071847305.85039,63961571351.99783
ECU,1987,0.40929585369747984,0.18238557677530035,0.20116980756779998,5588280018.811447,57572128271.61458,63566127624.247086
ECU,1988,0.36231372393421996,0.15578387441042166,0.17252582135016567,5830694523.687277,61351956877.25565,67643127849.910065
ECU,1989,0.37926862304310144,0.16736928710339188,0.18598180322189672,6265427809.275831,61424249185.27155,68054039458.36051
ECU,1990,0.3615540829599023,0.18703806882747978,0.20313219659015694,6811429553.8826,63314678841.787346,70421900935.09364
ECU,1991,0.38228195314336844,0.19821324610228838,0.2165280077616281,7458012510.286502,65111521877.502815,72771323497.08145
ECU,1992,0.3599324293058845,0.2104858454243784,0.22545201441314391,7673774070.112231,66181239778.44739,74039056126.64526
ECU,1993,0.49499659547686947,0.2033374182655574,0.23164952983223686,7573614225.343055,68262196620.75412,76102775152.47815
ECU,1994,0.5288882196698209,0.24052433714440255,0.2688841030241544,8001447087.707703,70992837426.46156,79243718871.27115
ECU,1995,0.5496881232544429,0.2567003057177243,0.28606024060522256,8297282817.3855505,72342544813.40799,80861538608.30423
ECU,1996,0.49043644872705283,0.26787773936543413,0.2913732147449207,8864040652.531956,73516291277.69604,82508018295.5255
ECU,1997,0.4971219764888681,0.2883757073092854,0.3112994893166791,9423088651.37226,75561026742.90132,85044755598.90207
ECU,1998,0.4505368627104177,0.28209334042710277,0.2990053885205851,9033938607.185776,77383721919.6639,86619024149.18164
ECU,1999,0.2706807063298889,0.21631524948195366,0.22366809772552934,10141036379.056086,71504299812.6232,81426245084.57668
ECU,2000,0.21601582606499978,0.18735990534581917,0.19082948073382272,10064130353.790995,76380798888.5672,86384507354.99089
ECU,2001,0.23416093537624633,0.2373527956368447,0.237102418194583,10340906736.25501,79078460515.45044,89374584339.36859
ECU,2002,0.23691837741026806,0.2693510190981704,0.26573291149296874,10772876641.73148,82393607528.58852,93120172695.11139
ECU,2003,0.24272299613061293,0.303473186953709,0.29664847143281725,11545635064.145264,85349255609.69214,96759648213.79698
ECU,2004,0.23844142427342122,0.3217660988791328,0.3122998635914698,11762455976.541622,93225466935.43343,105031911288.02
ECU,2005,0.2484551219151858,0.3570092621538065,0.34466881371304164,12525704944.26095,97658064927.121,110183769871.38196
ECU,2006,0.2706376088558686,0.3909248087546717,0.37725884401925525,13032850470.82441,101959980301.5154,115002911067.03807
ECU,2007,0.28282826372645786,0.4199250354417005,0.40429301602153317,13480357520.730127,103683330302.52179,117122607582.90709
ECU,2008,0.3239018012755998,0.4915231043566509,0.472583211550678,13872619294.811234,110841509715.62117,124791841698.0748
ECU,2009,0.36004205173748594,0.45582109577620405,0.4449165861286316,14374801654.484482,113114404262.48842,127519329575.1779
ECU,2010,0.3981100078930077,0.5097899532065548,0.49701947941100477,14260255769.620686,116927145458.7653,131353874955.49834
ECU,2011,0.40084323227342933,0.5530983067897176,0.5358582340847935,15583871755.975943,126965346481.70343,142707534981.90967
ECU,2012,0.39342787910259047,0.5748320219165366,0.554628101635178,15608865419.012869,135584864961.32669,151596149989.71982
ECU,2013,0.39673868556860387,0.5855042213561589,0.5644947859104652,16949173472.6162,146547018588.96756,163913455226.62802
ECU,2014,0.41248869388869763,0.5958865209533722,0.575254777701834,18438408401.69122,152634260146.51706,171329882125.87216
ECU,2015,0.40658565434636373,0.5404590869603031,0.525240338148613,19176007135.65296,154138134622.79486,173448302226.97656
ECU,2016,0.40481177387559647,0.5449994135811259,0.5290714472060764,19476116745.613476,154305643990.35233,173852978346.74683
ECU,2017,0.39420398518907784,0.563227621935345,0.5439598851684895,20941571998.67072,160483333026.90195,181344065708.89954
ECU,2018,0.3883740044690177,0.5752304413050776,0.5539080640499697,21157005632.325974,162111236304.58823,183185903195.02237
ECU,2019,0.3870826868598732,0.5687766287559414,0.5479688060392287,21644558861.484245,162852403416.4307,184325957767.69296
ECU,2020,0.371617792391016,0.5542052898434385,0.5327851475996825,21632543340.501118,147554452291.67938,168575449981.35663
ECU,2021,0.36631320923603905,0.5698297509927418,0.5458682655262487,23456697119.713486,161965232315.81073,184815847286.41608
ECU,2022,0.3495070337645949,0.5954493653055499,0.5666491933881871,23938164877.20578,172326570450.44565,195850104958.9839
ECU,2023,0.3657888654168561,0.5887229378331706,0.5624877887030134,24943802856.33359,174781584275.82568,199154711213.02203
EGY,1970,0.1145808249200532,0.12906708497781283,0.12592185236858996,17961713630.89042,38238792272.27142,55537917247.18802
EGY,1971,0.10927818448329352,0.1412801992040546,0.13278850967000153,18195939972.457844,40052016235.2318,57587634174.06063
EGY,1972,0.11601415058797242,0.14803374235610356,0.13952046454242373,18915175419.75957,40874434673.91163,59096875630.80047
EGY,1973,0.1345101418026165,0.14598123318001238,0.1440504050914434,19478413730.449574,44535034971.83806,63320360064.84309
EGY,1974,0.1551786942185089,0.14720207027909843,0.15101916599002146,19536347949.74735,47772540478.635345,66639500752.19166
EGY,1975,0.176623896140041,0.1732553972350164,0.17613466933092498,20677305686.617912,48102235079.42417,68050646611.24267
EGY,1976,0.19561690030612777,0.17922215729042623,0.18532252205628774,21419949533.077156,57221451226.02651,77947655277.45256
EGY,1977,0.2288516987283981,0.18805566267615487,0.19945997844334848,21752607287.551308,67081850078.98242,88204375820.03587
EGY,1978,0.2754208099109023,0.20132295737859646,0.21860305868889873,21115013258.24942,76019845654.14331,96613717694.9556
EGY,1979,0.16358244338896769,0.1237072115191107,0.13246147650245693,22293905651.303818,86763458367.13988,108561050617.68652
EGY,1980,0.17377979253251566,0.15843352411159442,0.16206100591098796,23227681804.25312,96046423294.93816,118803872268.07884
EGY,1981,0.13409136761008983,0.1243034747932424,0.1266405127154518,23636144756.623684,100184180813.52545,123362140873.38623
EGY,1982,0.14788564680495034,0.13221940326833725,0.1354143100971693,24588151648.638126,113069736275.24344,137254679767.45638
EGY,1983,0.15665429597323066,0.12164804973040483,0.12783630454382688,25577481113.722878,126289840601.56703,151519829798.76068
EGY,1984,0.15939606833551045,0.1267322495578935,0.13227271865716572,26628096474.998783,137751688805.218,164070078156.52817
EGY,1985,0.16038977525972173,0.13079313363707665,0.13557456213187605,27478594624.455433,149860140930.0226,177083094927.8521
EGY,1986,0.17885976319305472,0.13979679313569754,0.14597518656552555,28391629402.652374,156943090617.68573,185088038045.78818
EGY,1987,0.1910413059418539,0.1305024821362767,0.1398521755159176,29204605574.88624,163440688622.17358,192408172676.12906
EGY,1988,0.19073839078811847,0.13917359833590806,0.1469434549371079,30093588360.444057,173453516911.6706,203344563541.9107
EGY,1989,0.2009295657335327,0.14390367933250875,0.15243147822793285,30898067078.76412,179262425894.87796,209962261237.33102
EGY,1990,0.21201046809471646,0.147848108753227,0.15722428677738115,31908735720.82783,189298947164.55304,221037589268.55017
EGY,1991,0.19110001444132077,0.15291702233540475,0.1584831998578887,33193197540.08327,199042556492.39362,232076432196.5207
EGY,1992,0.20540094399029465,0.17372430972625674,0.17837658162129527,33842267436.107124,202842286013.7733,236521349471.5291
EGY,1993,0.2347204043339811,0.19471797412509212,0.200561411077603,34685202141.61921,208366177480.52826,242888022997.78268
EGY,1994,0.2520388514349593,0.2062568642083183,0.2128884653878486,36015165788.041565,217705224559.74527,253561966640.95822
EGY,1995,0.2848671230023323,0.23055819023322485,0.23826506503344785,37059468228.79735,228087690237.99982,265017908358.57193
EGY,1996,0.26651885106633055,0.25240200146469366,0.2544361504587063,38197430081.110374,239243911864.90247,277342575906.09424
EGY,1997,0.2749226904308801,0.2667606994816264,0.2679136875637531,39508661897.01065,253076205202.95227,292529336066.4736
EGY,1998,0.2945977371451629,0.26588599929404416,0.2698630927471019,40934037670.128494,259824907714.09024,300681650361.5788
EGY,1999,0.29749636656882783,0.264405237049025,0.26886876003334836,42365073439.64495,273993357508.62488,316320624415.76843
EGY,2000,0.2838034538734207,0.26595191283522585,0.268268358701341,43805542536.5637,290957529988.33417,334787435833.5086
EGY,2001,0.23947203788255622,0.2493139137926359,0.24801167521906795,45430904850.84555,300065155942.5738,345507322236.4697
EGY,2002,0.21572129423889633,0.2288397595140351,0.22710792630556348,47066643825.440994,309511662484.4643,356578711490.15674
EGY,2003,0.1845780915158958,0.18723285600797193,0.1868922763921881,49355910419.21544,321460666405.5008,370791237354.9147
EGY,2004,0.20421537307599533,0.19347063887574853,0.19492403082341966,51034011373.516235,331148984515.1949,382146495507.7646
EGY,2005,0.24462015570417792,0.22185733939767457,0.2248623346459446,52718133749.01975,346621331177.4102,399339464926.43
EGY,2006,0.26214375905811554,0.2329058828351643,0.23654451605364782,54405114028.89687,373985094428.80554,428525215379.1815
EGY,2007,0.31443631184297327,0.2728594739488465,0.2778993946541426,56407422842.41618,396983087654.6627,453607099864.53876
EGY,2008,0.3571420060805567,0.3185881798601541,0.3229514708990955,58295700813.1614,428835160241.97345,487508715341.9532
EGY,2009,0.40622550229412624,0.3494601773907434,0.35596429776538385,60143967155.52787,443120170187.69696,503659686301.15656
EGY,2010,0.4600786778032671,0.3824358049877029,0.3913658531542246,62233657680.91923,460281464597.42755,522939060026.4874
EGY,2011,0.501380233319612,0.39802750443784535,0.4099654099434913,63927633767.04301,474181775981.2137,538556267241.74554
EGY,2012,0.47379643375610175,0.5188227393025693,0.5130396401351048,65793902520.5359,485152966738.49615,551382944769.4663
EGY,2013,0.45049238661869695,0.502704269165082,0.49606253597661004,67769314216.42257,496580272925.951,564772711029.9573
EGY,2014,0.4887885830050562,0.5408371427720906,0.5341925274358293,69806711952.78883,513110393388.49207,583366233897.7144
EGY,2015,0.5031867511207015,0.536636449311807,0.5322206431669574,71950769451.49832,531723510022.38806,604160876665.0006
EGY,2016,0.42878736018931546,0.4312806014092216,0.43065240443891556,74178976913.61003,544787874395.2469,619440288855.5165
EGY,2017,0.2949317100249529,0.3175767888943072,0.31462464677258123,76583259230.56874,566873988220.0345,643982773025.5269
EGY,2018,0.36018457762185435,0.3817114481397639,0.37883439225633064,78968788879.69528,598393717348.2129,678019413033.8308
EGY,2019,0.4373648148383934,0.45881490337708375,0.4558587708723357,81611851119.18256,629717317165.9275,712101780037.1143
EGY,2020,0.5171294503492688,0.5107450580775046,0.5109551103105406,84305451391.23866,645127859662.9504,730186840999.8197
EGY,2021,0.5518375963957862,0.5256102315094213,0.5280737614761674,88269804550.64082,677943629087.0305,767022969442.8834
EGY,2022,0.4881553325455498,0.48016246421904274,0.4805083895685725,91777596871.97183,717240507573.1057,809962325995.4487
EGY,2023,0.36778710220808547,0.3774801492216663,0.37595239961300103,95570312966.44087,741247106052.5645,837753920416.8064
EST,1990,0.8506321146404502,0.23750522981526803,0.26832678240445995,1045680261.0423819,20133847905.851105,21136106261.224308
EST,1991,0.9148911284261848,0.2032890131938626,0.23848778291243358,953717372.762636,18567023752.782345,19485356621.906532
EST,1992,0.3971841421038278,0.24767829618738782,0.25532958460650623,743596535.4568529,14612737660.79994,15331567332.864655
EST,1993,0.30898368704039636,0.2557072986129565,0.25912236448130493,734953435.3155873,13721189589.21436,14416729151.645895
EST,1994,0.30916188437042363,0.25689491708099293,0.2596552299707824,676398541.9307945,13617429606.492775,14278029746.7612
