"ref_area","source","indicator","sex","classif1","time","obs_value","obs_status"
"AFG","XA:2198","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","1993",3352.788,
"AFG","XA:2198","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","1993",2276.077,
"AFG","XA:2198","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","1992",2991.858,
"AFG","XA:2198","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","1992",2032.58,
"AFG","XA:2198","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","1991",2769.804,
"AFG","XA:2198","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","1991",1884.625,
"AGO","XA:2010","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2023",13187.022,
"AGO","XA:2010","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2023",7414.274,
"AGO","XA:2010","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2022",12711.639,
"AGO","XA:2010","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2022",7153.04,
"AGO","XA:2010","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2021",12233.683,
"AGO","XA:2010","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2021",6937.417,"A"
"AGO","XA:2010","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2020",11450.021,
"AGO","XA:2010","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2020",6304.313,
"AGO","XA:2010","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2019",11132.034,
"AGO","XA:2010","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2019",5947.103,"A"
"AGO","XA:2010","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2018",10774.417,
"AGO","XA:2010","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2018",5861.659,
"AGO","XA:2010","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2017",10436.848,
"AGO","XA:2010","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2017",5769.761,
"AGO","XA:2010","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2016",10110.935,
"AGO","XA:2010","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2016",5678.742,
"AGO","XA:2010","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2015",9804.124,
"AGO","XA:2010","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2015",5568.371,
"AGO","XA:2010","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2014",9510.416,
"AGO","XA:2010","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2014",5477.966,"A"
"AGO","XA:2010","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2013",9193.506,
"AGO","XA:2010","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2013",5102.108,
"AGO","XA:2010","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2012",8874.56,
"AGO","XA:2010","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2012",4727.45,
"AGO","XA:2010","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2011",8548.12,
"AGO","XA:2010","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2011",4377.625,
"AGO","XA:2010","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2010",8232.721,
"AGO","XA:2010","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2010",4011.103,"A"
"AGO","XA:2010","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2009",7941.24,
"AGO","XA:2010","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2009",3749.738,"A"
"AGO","XA:2010","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2008",7665.369,
"AGO","XA:2010","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2008",3442.471,
"AGO","XA:2010","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2007",7387.355,
"AGO","XA:2010","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2007",3147.966,
"AGO","XA:2010","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2006",7108.583,
"AGO","XA:2010","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2006",2878.737,
"AGO","XA:2010","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2005",6834.165,
"AGO","XA:2010","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2005",2611.196,
"AGO","XA:2010","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2004",6581.637,
"AGO","XA:2010","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2004",2380.336,"A"
"AGO","XA:2010","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2003",6332.21,
"AGO","XA:2010","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2003",2318.041,
"AGO","XA:2010","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2002",6106.993,
"AGO","XA:2010","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2002",2236.79,
"AGO","XA:2010","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2001",5879.251,
"AGO","XA:2010","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2001",2200.092,
"AGO","XA:2010","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2000",5678.654,
"AGO","XA:2010","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2000",2139.733,
"AGO","XA:2010","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","1999",5492.72,
"AGO","XA:2010","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","1999",2086.057,
"AGO","XA:2010","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","1998",5323.358,
"AGO","XA:2010","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","1998",2033.911,
"AGO","XA:2010","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","1997",5155.486,
"AGO","XA:2010","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","1997",1986.964,
"AGO","XA:2010","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","1996",4974.599,
"AGO","XA:2010","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","1996",1938.058,
"AGO","XA:2010","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","1995",4768.507,
"AGO","XA:2010","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","1995",1887.392,
"AGO","XA:2010","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","1994",4593.198,
"AGO","XA:2010","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","1994",1845.009,
"AGO","XA:2010","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","1993",4455.393,
"AGO","XA:2010","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","1993",1795.511,
"AGO","XA:2010","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","1992",4346.922,
"AGO","XA:2010","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","1992",1735.599,
"AGO","XA:2010","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","1991",4223.46,
"AGO","XA:2010","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","1991",1682.147,
"ALB","XA:2137","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2023",1267.107,
"ALB","XA:2137","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2023",442.137,
"ALB","XA:2137","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2022",1270.868,
"ALB","XA:2137","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2022",449.339,
"ALB","XA:2137","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2021",1227.155,
"ALB","XA:2137","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2021",441.987,
"ALB","XA:2137","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2020",1208.664,
"ALB","XA:2137","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2020",438.321,
"ALB","XA:2137","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2019",1267.021,
"ALB","XA:2137","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2019",461.409,"A"
"ALB","XA:2137","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2018",1234.026,
"ALB","XA:2137","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2018",460.116,"A"
"ALB","XA:2137","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2017",1187.772,
"ALB","XA:2137","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2017",452.284,"A"
"ALB","XA:2137","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2016",1143.426,
"ALB","XA:2137","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2016",457.838,"A"
"ALB","XA:2137","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2015",1079.068,
"ALB","XA:2137","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2015",445.477,"A"
"ALB","XA:2137","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2014",1024.691,
"ALB","XA:2137","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2014",433.004,"A"
"ALB","XA:2137","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2013",1028.462,
"ALB","XA:2137","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2013",454.56,"A"
"ALB","XA:2137","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2012",1145.17,
"ALB","XA:2137","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2012",526.728,"A"
"ALB","XA:2137","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2011",1193.885,
"ALB","XA:2137","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2011",541.881,"A"
"ALB","XA:2137","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2010",1087.628,
"ALB","XA:2137","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2010",457.722,"A"
"ALB","XA:2137","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2009",1089.155,
"ALB","XA:2137","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2009",479.791,"A"
"ALB","XA:2137","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2008",1060.711,
"ALB","XA:2137","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2008",473.671,"A"
"ALB","XA:2137","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2007",1045.18,
"ALB","XA:2137","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2007",476.433,
"ALB","XA:2137","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2006",1068.234,
"ALB","XA:2137","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2006",498.089,
"ALB","XA:2137","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2005",1081.309,
"ALB","XA:2137","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2005",511.826,
"ALB","XA:2137","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2004",1093.006,
"ALB","XA:2137","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2004",523.732,
"ALB","XA:2137","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2003",1098.944,
"ALB","XA:2137","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2003",530.53,
"ALB","XA:2137","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2002",1100.109,
"ALB","XA:2137","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2002",532.138,
"ALB","XA:2137","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2001",1089.376,
"ALB","XA:2137","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2001",538.536,
"ALB","XA:2137","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2000",1090.566,
"ALB","XA:2137","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2000",550.381,
"ALB","XA:2137","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","1999",1075.565,
"ALB","XA:2137","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","1999",552.505,
"ALB","XA:2137","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","1998",1103.08,
"ALB","XA:2137","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","1998",573.123,
"ALB","XA:2137","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","1997",1160.158,
"ALB","XA:2137","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","1997",606.584,
"ALB","XA:2137","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","1996",1186.501,
"ALB","XA:2137","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","1996",627.159,
"ALB","XA:2137","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","1995",1190.443,
"ALB","XA:2137","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","1995",627.996,
"ALB","XA:2137","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","1994",1121.085,
"ALB","XA:2137","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","1994",594.869,
"ALB","XA:2137","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","1993",1068.776,
"ALB","XA:2137","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","1993",569.815,
"ALB","XA:2137","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","1992",1011.325,
"ALB","XA:2137","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","1992",541.514,
"ALB","XA:2137","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","1991",1279.466,
"ALB","XA:2137","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","1991",687.378,
"ARE","XA:1978","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2023",6747.727,
"ARE","XA:1978","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2023",90.856,
"ARE","XA:1978","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2022",6417.962,
"ARE","XA:1978","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2022",87.254,"A"
"ARE","XA:1978","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2021",6102.08,
"ARE","XA:1978","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2021",87.148,"A"
"ARE","XA:1978","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2020",5942.872,
"ARE","XA:1978","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2020",105.979,"A"
"ARE","XA:1978","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2019",6066.724,
"ARE","XA:1978","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2019",135.967,"A"
"ARE","XA:1978","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2018",6020.892,
"ARE","XA:1978","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2018",88.15,"A"
"ARE","XA:1978","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2017",5904.631,
"ARE","XA:1978","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2017",96.733,
"ARE","XA:1978","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2016",5797.248,
"ARE","XA:1978","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2016",106.449,
"ARE","XA:1978","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2015",5527.244,
"ARE","XA:1978","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2015",114.301,
"ARE","XA:1978","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2014",5215.028,
"ARE","XA:1978","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2014",122.879,
"ARE","XA:1978","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2013",4931.908,
"ARE","XA:1978","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2013",130.378,
